-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,pf,hf,H/B,fc,Fyl,Fyv,ALr,AH,Av,S,Sc,DS
1.440746785,1.426811237,1.409829454,1.388705216,1.361761904,1.326326631,1.277971763,1.209301702,1.109588844,0.980324285,0.889632124,0.859712022,0.849044422,0.843201299,0.839170471,0.835921581,0.833028132,0.830302944,0.827669744,0.825105635,0.822611973,0.000947158,1.000094314,4,23.62,436.88,372.79,0.44,0.68,0.59,3,3,0
0.507155057,0.502990393,0.497916928,0.491596142,0.483496489,0.472733816,0.457732134,0.435507364,0.400996238,0.355449901,0.326423214,0.317737686,0.315038933,0.313574606,0.31243658,0.311409758,0.310434986,0.309493191,0.308578081,0.307688233,0.30682427,0.000205515,1.000018101,4,23.62,432.57,328.01,0.44,1.22,1.25,3,3,0
1.987734908,1.96927922,1.946758863,1.918669269,1.88265337,1.83480099,1.768168201,1.669568294,1.514993088,1.302274386,1.182172918,1.158469262,1.153647169,1.151611411,1.149701232,1.147501496,1.145068986,1.142529629,1.139992821,1.137536557,1.135208208,0.00107139,1.000113761,4.9,22.6,408,392.6,0.2,2.05,0.57,12.5,12.5,0
1.124173301,1.113608177,1.10083007,1.08508751,1.065261453,1.039631089,1.005495277,0.958767126,0.895098143,0.823771283,0.803793302,0.809217481,0.803048683,0.795036886,0.787349234,0.780289113,0.773841954,0.767929372,0.762488702,0.757487862,0.752913211,0.000471723,1.000048074,4.9,24.2,408,392.6,0.5,2.05,0.57,12.5,12.5,0
1.784945767,1.767636605,1.746447404,1.719929154,1.685833911,1.64052889,1.577969543,1.488367289,1.359321824,1.203265013,1.118784811,1.092959395,1.080757216,1.072230288,1.065255107,1.059033062,1.053263372,1.047844793,1.042754681,1.037994927,1.033568695,0.001717379,1.000178247,3.4,29.8,408,392.6,0.05,2.05,0.57,12.5,12.5,0
0.961567031,0.951780798,0.939811104,0.924835978,0.905565476,0.879863838,0.843965489,0.790825791,0.708511639,0.605784111,0.558232378,0.550826362,0.549603453,0.548376956,0.546535085,0.544173199,0.541458201,0.538547066,0.535575704,0.532653029,0.529857566,0.00075,1.000089765,3.4,27.5,408,392.6,0.2,2.05,0.57,12.5,12.5,0
1.828858955,1.811518153,1.790386518,1.764074061,1.730421576,1.685890815,1.624291913,1.534016467,1.393153427,1.179377105,1.002313423,0.948488598,0.927738795,0.914755723,0.904944499,0.89678385,0.88967648,0.88335589,0.877686395,0.872585223,0.867991013,0.000785286,1.000089632,3.4,25.5,408,392.6,0.35,2.05,0.57,12.5,12.5,0
0.665661202,0.659110192,0.651179979,0.641419045,0.629177959,0.613508889,0.593043772,0.566024348,0.531264858,0.491081413,0.452567143,0.422560028,0.402782736,0.389281034,0.379648138,0.372394679,0.366715686,0.362152232,0.358418709,0.355321814,0.35272265,0.000221906,1.0000153,3.4,26.4,408,392.6,0.5,2.05,0.57,12.5,12.5,0
1.598814937,1.584724652,1.56769978,1.546785884,1.52066116,1.487555521,1.4451087,1.38930061,1.310606962,1.197915964,1.112041526,1.090005919,1.082659671,1.076835428,1.070729151,1.064206111,1.057473913,1.050750399,1.04419618,1.037924414,1.032014534,0.00073958,1.000100587,3.5,32.5,408,392.6,0.05,2.05,0.57,12.5,12.5,0
0.987373507,0.978247167,0.967258855,0.953752907,0.936713463,0.914504846,0.884440414,0.842382611,0.784586684,0.717997474,0.667420371,0.642256997,0.630898685,0.624885542,0.621241268,0.618720443,0.616771375,0.615127561,0.613654717,0.612285447,0.610988023,0.000254089,1.00002993,3.5,24.5,408,392.6,0.2,2.05,0.57,12.5,12.5,0
2.01298805,1.992858262,1.9682555,1.93750341,1.897971068,1.845289434,1.771676308,1.662043618,1.484559851,1.188700957,0.902807175,0.697859055,0.554499466,0.488820429,0.455419477,0.435534977,0.422393667,0.413070563,0.406111051,0.400714156,0.396403888,0.001663361,1.000417255,3.5,27.1,408,392.6,0.35,2.05,0.57,12.5,12.5,0
0.929801698,0.921645876,0.911739917,0.899472243,0.883934472,0.863748812,0.836828806,0.800424236,0.75421281,0.709996807,0.680479218,0.660926942,0.646695312,0.636046938,0.628374718,0.622788002,0.618573614,0.615258492,0.612548201,0.610260519,0.608280301,0.00029507,1.000024737,3.5,26.8,408,392.6,0.5,2.05,0.57,12.5,12.5,0
1.892440269,1.873096184,1.849485464,1.820055302,1.782433405,1.732848335,1.665023571,1.568024929,1.423410132,1.222655849,1.074607089,1.031148616,1.01772132,1.010457474,1.004692033,0.999172194,0.99357562,0.987877334,0.982166542,0.976571825,0.971216141,0.000859489,1.000107042,3.2,19.99,455.05,517.1,0.37,1.48,0.71,45.72,27.94,0
0.999795527,0.989770468,0.977497494,0.962116571,0.942261997,0.915631084,0.878040163,0.821182818,0.727659756,0.578666901,0.474930179,0.474367293,0.477616804,0.475700556,0.472056687,0.468146518,0.464409476,0.460958483,0.457805873,0.45493476,0.452321921,0.000206687,1.000054031,3.2,23.44,441.26,517.1,0.46,2.47,0.71,45.72,27.94,0
1.735807404,1.720391857,1.701853355,1.679115703,1.650502608,1.613301276,1.563085219,1.493411037,1.401891874,1.318811686,1.281066871,1.26697097,1.258780039,1.251179728,1.243141975,1.234673232,1.226109811,1.21780738,1.210022933,1.20289617,1.196473115,0.001438125,1.000180001,5.1,32.2,550,300,0.06,2.05,2,10,5,0
1.472945864,1.458735818,1.441524454,1.420282001,1.393472585,1.358752639,1.312571621,1.250188384,1.169517908,1.087641208,1.036853532,1.014683379,1.004513964,0.998279337,0.99357433,0.989456398,0.98555901,0.981753292,0.978011092,0.974344959,0.97078164,0.001141838,1.000169426,3.1,32.2,550,300,0.33,2.05,2,5,5,0
2.326558447,2.307472079,2.284209975,2.255258767,2.21828964,2.169550546,2.102701686,2.006819683,1.866830069,1.696153714,1.578766759,1.52432153,1.494271907,1.470858418,1.449411913,1.428695708,1.409007574,1.391023029,1.375126453,1.36132093,1.349399229,0.010379954,1.001753873,2,18.62,370.44,392,0,1.22,0.25,4.7,4.7,1
2.587650202,2.567446092,2.542692377,2.51169053,2.471812319,2.418808169,2.345476197,2.239222213,2.080698663,1.875715435,1.70855586,1.551513012,1.392406608,1.276461906,1.195875017,1.143697154,1.109515524,1.08586901,1.068633167,1.05553428,1.045249399,0.017773708,1.008984112,2,18.62,370.44,392,0,1.22,0.25,4.7,4.7,1
2.465261324,2.445906965,2.42221481,2.392559802,2.354421096,2.303711404,2.233473953,2.131444736,1.97866889,1.783413878,1.64928484,1.590151157,1.558190279,1.533489962,1.511942217,1.49260682,1.47542958,1.46042572,1.447475195,1.436348943,1.426780477,0.012768611,1.002213401,2,18.62,352.8,392,0.1,1.92,0.25,4.8,4.8,1
3.068748844,3.043124758,3.011898082,2.973038256,2.923423846,2.858023476,2.768258588,2.63859752,2.440363234,2.134630503,1.79534471,1.658755949,1.631859557,1.624507652,1.621584499,1.620116769,1.619269086,1.618726156,1.618347884,1.618066084,1.617845287,0.249434406,1.320717415,2,18.62,352.8,392,0.1,1.92,0.25,4.8,4.8,1
2.372336679,2.355169671,2.33420712,2.30803476,2.274452904,2.229880781,2.168212166,2.078792037,1.946071946,1.783889472,1.683330308,1.630221351,1.598984952,1.574145463,1.552117388,1.532073984,1.514068843,1.498224513,1.484496746,1.472694379,1.462559486,0.015846681,1.002425746,2,18.62,352.8,328.1,0,1.92,1.22,5,5,1
2.621093344,2.600227215,2.574673068,2.54267998,2.501521877,2.446732491,2.370559815,2.259013839,2.090896557,1.881888451,1.742838377,1.677868584,1.640346685,1.611928785,1.58825422,1.567798545,1.550027161,1.534657462,1.521420815,1.510026123,1.500184996,0.016014234,1.002716881,2,18.62,352.8,360.25,0,1.92,0.56,4.4,4.4,1
2.595758881,2.575583492,2.550872611,2.519937712,2.480161434,2.427292197,2.354049323,2.24737511,2.085495208,1.869420977,1.722923652,1.665317356,1.635181508,1.611887245,1.591216901,1.572227012,1.554980886,1.5396653,1.526305865,1.514762304,1.504808884,0.014231925,1.002685681,2,18.62,347.21,328.1,0.1,2.76,1.22,6.4,6.4,1
2.884001457,2.860417519,2.831624319,2.795728247,2.749829053,2.689274871,2.606170221,2.48631582,2.305232563,2.053725882,1.804001302,1.549564418,1.405212596,1.348872444,1.323313138,1.308803891,1.299287232,1.292466241,1.287284947,1.283185658,1.27984346,0.072634691,1.06552219,2,18.62,347.21,328.1,0.1,2.76,1.22,6.4,6.4,1
2.548775345,2.529110668,2.504957065,2.474615414,2.435447916,2.383174033,2.310498224,2.204500773,2.044409959,1.832818681,1.695533238,1.64122296,1.609810656,1.584706786,1.562491028,1.542120469,1.523476813,1.506707812,1.491895002,1.47896113,1.46771781,0.0144958,1.002587116,2,18.62,347.21,360.25,0.1,2.76,0.56,5.5,5.5,1
2.566631601,2.54357901,2.515496297,2.480602564,2.43619542,2.377990101,2.298868208,2.186833255,2.026929571,1.848094925,1.73942436,1.677235912,1.636716389,1.604895035,1.579169272,1.558271111,1.541255831,1.527312463,1.515774007,1.506116618,1.497938682,0.012422551,1.002106284,4,18.62,347.21,392,0.1,2.76,0.25,6.3,6.3,1
2.638415393,2.616328701,2.589350368,2.555706701,2.512693503,2.45602107,2.378608747,2.268633997,2.110274301,1.918085489,1.787304396,1.724937052,1.688189988,1.659796322,1.635526745,1.613992116,1.594847735,1.577982194,1.563243163,1.550409419,1.539234379,0.018742611,1.003120918,2,18.62,347.21,308.99,0,2.76,2.58,5,5,1
2.266741462,2.249055449,2.227433532,2.200410824,2.165708848,2.119605392,2.055675021,1.962314074,1.820553734,1.638639216,1.538296427,1.505420157,1.483291769,1.45967494,1.435314544,1.411952013,1.39076183,1.372182291,1.356164344,1.342437148,1.330672036,0.00826857,1.001000082,4,18.62,370.44,328.1,0.33,1.22,1.22,8.1,8.1,1
2.756573148,2.733782657,2.705912998,2.671063028,2.626265664,2.566651144,2.483758572,2.36215903,2.175713284,1.922170184,1.697676305,1.414150427,1.242105744,1.182043844,1.155855659,1.140527594,1.129934656,1.121957733,1.11565718,1.110529804,1.106268604,0.065206352,1.029023186,4,18.62,370.44,328.1,0.33,1.22,1.22,8.1,8.1,1
2.475862608,2.455569134,2.430733127,2.39964678,2.359646276,2.306365215,2.232223357,2.123438421,1.958477237,1.757085844,1.645616821,1.599622625,1.569258911,1.543062578,1.519509599,1.498353574,1.479615885,1.463248615,1.449089066,1.436897876,1.426408239,0.008644237,1.001329705,4,18.62,352.8,360.25,0,1.92,0.56,4.9,4.9,1
2.634345983,2.612843664,2.586503847,2.55353442,2.511167094,2.454920246,2.377134729,2.264105978,2.094119839,1.882835063,1.756658686,1.697507013,1.660156139,1.630975839,1.60702871,1.586922494,1.569846061,1.555230349,1.54264369,1.531746039,1.522263042,0.012408947,1.002109445,4,18.62,352.8,360.25,0,1.92,0.56,4.9,4.9,1
2.458668161,2.438777663,2.414460751,2.384052983,2.344952962,2.292898369,2.220555124,2.114942759,1.956622388,1.761935552,1.641328907,1.584769373,1.549398105,1.519018496,1.491205024,1.466035493,1.443895877,1.424832292,1.40858328,1.394754389,1.382942547,0.00897155,1.001370759,4,18.62,352.8,308.99,0.33,1.92,2.58,6.5,6.5,1
2.738561932,2.71528495,2.686838064,2.651318425,2.60578466,2.545468241,2.462229075,2.341757286,2.163270988,1.943579907,1.748306038,1.438994142,1.213765728,1.140426905,1.110523682,1.094132403,1.083587244,1.076168749,1.070647948,1.066376031,1.06297328,0.054528354,1.023450464,4,18.62,352.8,308.99,0.33,1.92,2.58,6.5,6.5,1
2.630748938,2.608596745,2.58142613,2.547347584,2.50341059,2.444770924,2.363016448,2.242860744,2.058948601,1.815593297,1.663013151,1.601028307,1.562269737,1.530119441,1.501923627,1.4770812,1.455450753,1.436850971,1.420983199,1.407479543,1.395966857,0.009396225,1.00151067,4,18.62,352.8,328.1,0.33,1.92,1.22,6.2,6.2,1
3.088523462,3.062468423,3.030601227,2.990739189,2.939471511,2.871193266,2.776149003,2.636450803,2.421052401,2.116193204,1.780931776,1.474736754,1.35648083,1.314274113,1.293331477,1.280380757,1.271398943,1.264732319,1.259552119,1.255390151,1.251960259,0.093330135,1.076806862,4,18.62,352.8,328.1,0.33,1.92,1.22,6.2,6.2,1
2.638201786,2.616092413,2.588975923,2.554964252,2.511121138,2.452674086,2.371503115,2.253459753,2.077894585,1.860522277,1.721741334,1.658588258,1.618689062,1.585655226,1.556565335,1.530772313,1.508205322,1.488755648,1.472161201,1.45805877,1.446061956,0.009601511,1.001649054,4,18.62,347.21,328.1,0,2.76,1.22,5.3,5.3,1
2.679174265,2.657256251,2.630404072,2.596762672,2.553446655,2.495756791,2.415649018,2.298924596,2.124405172,1.906694412,1.76517561,1.698364473,1.65619962,1.622475742,1.594195953,1.570272386,1.550063852,1.532988791,1.518508918,1.506157729,1.49554971,0.012461546,1.002182772,4,18.62,347.21,328.1,0,2.76,1.22,5.3,5.3,1
2.629490737,2.608926383,2.583744918,2.552206016,2.511579013,2.45734576,2.381563999,2.269524223,2.096158689,1.868816995,1.74111907,1.677470421,1.637326298,1.605198324,1.578098982,1.554861221,1.534901128,1.517782179,1.503106075,1.4905032,1.479642782,0.010597483,1.001974893,4,18.62,347.21,360.25,0,2.76,0.56,4.6,4.6,1
3.284216931,3.256395068,3.222313582,3.17962226,3.124644681,3.051311056,2.948932989,2.797427634,2.559636064,2.205301938,1.820609783,1.564634907,1.494556597,1.472273146,1.461496312,1.454795642,1.450074907,1.446522826,1.44374414,1.441512378,1.439683487,0.107707006,1.153820827,4,18.62,347.21,360.25,0,2.76,0.56,4.6,4.6,1
2.668190625,2.646815904,2.620610427,2.587749991,2.545388581,2.488867855,2.410139033,2.294613547,2.117509432,1.877611373,1.717682042,1.652918947,1.614448659,1.583405863,1.556828901,1.533969427,1.514490608,1.498011357,1.484095875,1.472316811,1.462295505,0.011120155,1.001728795,4,18.62,347.21,308.99,0.33,2.76,2.58,4.4,4.4,1
2.738962104,2.716868219,2.689769816,2.655788242,2.612006206,2.553682738,2.472721353,2.354758578,2.176872745,1.946566864,1.796769088,1.729236407,1.686453271,1.651712059,1.622273089,1.597208162,1.575966019,1.558005781,1.54279409,1.529848458,1.518758743,0.014883428,1.002432059,4,18.62,347.21,308.99,0.33,2.76,2.58,4.4,4.4,1
2.3082057,2.289083642,2.265579211,2.236021012,2.197813867,2.146766343,2.075842104,1.973010035,1.820517874,1.628738053,1.506278441,1.445924776,1.412082854,1.386096153,1.363589699,1.343411281,1.325390842,1.309526835,1.295752156,1.283901909,1.273747785,0.007478316,1.001277924,2,26.46,374.36,334.18,0.19,0.91,1.24,3.33,3.33,1
2.568680461,2.547083379,2.520677312,2.487680935,2.445343172,2.389239209,2.311991811,2.201318029,2.041125818,1.84384215,1.661874263,1.394008915,1.211030007,1.142804091,1.113915271,1.098448252,1.08880811,1.082199307,1.077369431,1.073674177,1.070748075,0.067732253,1.028690973,2,26.46,374.36,334.18,0.19,0.91,1.24,3.33,3.33,1
2.233532345,2.215460889,2.193312749,2.165566158,2.129869731,2.082423256,2.016767935,1.921470883,1.7780624,1.58864813,1.458825606,1.406594457,1.379595634,1.358904755,1.340034075,1.321736761,1.304107948,1.287685356,1.272917817,1.25997643,1.248799416,0.006873156,1.001119526,2,26.46,374.36,349.86,0.19,0.91,1.51,4.17,4.17,1
2.330283899,2.311024398,2.287477518,2.258063138,2.220351981,2.170457942,2.101918141,2.003843379,1.861264658,1.687086408,1.569309421,1.514787158,1.482466787,1.455170684,1.429503382,1.405542659,1.384139895,1.365697443,1.350080648,1.336904028,1.325743954,0.010766251,1.00163898,2,26.46,374.36,349.86,0.19,0.91,1.51,4.17,4.17,1
2.346207128,2.327349354,2.304219518,2.275182418,2.237660503,2.187377074,2.116836428,2.01244795,1.853162642,1.649924018,1.517674916,1.464085189,1.436136724,1.415201791,1.39694226,1.380145064,1.364681037,1.350683535,1.338244238,1.327339347,1.317852418,0.009117057,1.001389295,2,26.46,381.22,334.18,0.1,1.63,1.24,4.55,4.55,1
2.4754871,2.454871083,2.429621026,2.398021929,2.357423795,2.303543577,2.229133788,2.121731057,1.964525301,1.776994874,1.656378558,1.599889959,1.566151055,1.539665645,1.516976655,1.497115952,1.479870706,1.465081508,1.452491338,1.441784313,1.432645859,0.012417299,1.00217569,2,26.46,381.22,349.86,0.1,1.63,1.51,5.56,5.56,1
2.772501612,2.750368766,2.723241609,2.689237091,2.645412444,2.586934664,2.505408342,2.385516431,2.20116534,1.951214854,1.760048365,1.567441747,1.345764963,1.204604082,1.137194297,1.10139425,1.079406089,1.064430465,1.053498055,1.045124155,1.038482659,0.046866389,1.017725955,2,26.46,381.22,349.86,0.1,1.63,1.51,5.56,5.56,1
1.813294314,1.796260849,1.775464866,1.749542366,1.71640195,1.672695801,1.612852594,1.527697335,1.40648634,1.269421425,1.196753492,1.174263633,1.16346022,1.153986075,1.143833974,1.132872736,1.121693478,1.110974827,1.101151183,1.092375892,1.084623038,0.002275517,1.000253685,4,31.56,374.36,365.54,0.16,0.91,0.54,6.25,6.25,1
2.632262418,2.607596582,2.577603147,2.540377577,2.493006113,2.430822758,2.345949401,2.224376169,2.041598251,1.771724216,1.407058669,1.036219888,0.926032541,0.896025137,0.882920459,0.875345733,0.870313591,0.866686609,0.863925694,0.861739907,0.859957972,0.041720766,1.018335431,4,31.56,374.36,365.54,0.16,0.91,0.54,6.25,6.25,1
1.62114323,1.605787897,1.587069143,1.563763081,1.53399712,1.494801972,1.441352854,1.366321741,1.266746003,1.199419011,1.2730837,1.272865506,1.259033617,1.246883544,1.234599412,1.221628598,1.208154358,1.194724867,1.181953158,1.170284728,1.15991869,0.003093107,1.000362572,4,31.56,374.36,375.83,0.16,0.91,0.66,7.69,7.69,1
2.051288749,2.030821336,2.005870383,1.974812063,1.93517525,1.883093164,1.812540926,1.715659282,1.593236194,1.492447293,1.40561631,1.030004669,0.847380677,0.79729737,0.776818062,0.765471144,0.758100567,0.752856607,0.748903379,0.745802402,0.743298672,0.030716936,1.011956007,4,31.56,374.36,375.83,0.16,0.91,0.66,7.69,7.69,1
1.961504501,1.944550058,1.923936054,1.898371748,1.865918745,1.823591521,1.766773538,1.689005084,1.58771707,1.501360182,1.494504168,1.486985182,1.467398991,1.444395863,1.42127751,1.399952006,1.381290724,1.365397672,1.3519952,1.340689162,1.331097303,0.006745847,1.000835043,4,31.56,381.22,386.12,0.08,1.63,0.24,3.7,3.7,1
2.214051587,2.195074511,2.17192001,2.14307767,2.106248816,2.05780831,1.991884644,1.899324914,1.772064459,1.64050803,1.565936782,1.47345785,1.330896969,1.234994061,1.185182258,1.155212587,1.134786783,1.119782249,1.108214741,1.09898221,1.091413088,0.011596919,1.001984643,4,31.56,381.22,386.12,0.08,1.63,0.24,3.7,3.7,1
2.340945415,2.321521611,2.297861845,2.268442314,2.230945973,2.181720739,2.114824586,2.020695713,1.888912069,1.744400196,1.646476253,1.480774018,1.185570087,1.000452838,0.917614116,0.874246282,0.847825891,0.830030424,0.817208118,0.807515948,0.799923122,0.019712366,1.004346393,4,31.56,381.22,386.12,0.08,1.63,0.24,3.7,3.7,1
1.888012313,1.872472528,1.853528026,1.82996228,1.799939989,1.760599508,1.707335395,1.632696244,1.527925806,1.425467719,1.448438778,1.432737091,1.40803574,1.37918405,1.347615958,1.316708299,1.289194106,1.266075684,1.247122601,1.231647384,1.21893307,0.005819384,1.000742587,4,31.56,381.22,386.12,0.08,1.63,0.36,5.56,5.56,1
2.269656568,2.25066214,2.227451844,2.198467835,2.1613023,2.112058819,2.044093186,1.945560954,1.797780001,1.619066914,1.541861939,1.512685717,1.490563712,1.465487172,1.438607469,1.412330189,1.388543283,1.368064319,1.350873072,1.336555711,1.324607495,0.008138504,1.001023283,4,31.56,381.22,386.12,0.08,1.63,0.36,5.56,5.56,1
2.428095892,2.407090877,2.381388699,2.349254362,2.30801325,2.253352445,2.177954224,2.068882212,1.90586975,1.703210316,1.5836627,1.493022432,1.347904938,1.242077343,1.187538533,1.154453778,1.131364556,1.114054229,1.10055567,1.089745571,1.08090546,0.012694818,1.002406443,4,31.56,381.22,386.12,0.08,1.63,0.36,5.56,5.56,1
2.155582994,2.138474295,2.117573658,2.091479541,2.058023377,2.013684131,1.952406607,1.863198627,1.728179907,1.565575992,1.505507797,1.441808992,1.278949362,1.159927089,1.101241098,1.066928545,1.043852903,1.027069444,1.014257005,1.004133363,0.99591789,0.009363683,1.001548964,4,31.56,344.96,334.18,0.16,2.55,1.24,4.17,4.17,1
2.103056855,2.084961596,2.062879033,2.035365175,2.00020543,1.953842679,1.890272761,1.799232686,1.668702359,1.53034585,1.479540688,1.46816984,1.44808632,1.423914501,1.399918499,1.377843513,1.358391385,1.34164524,1.327371926,1.315228395,1.304868248,0.006529365,1.00078467,4,31.56,344.96,349.86,0.16,2.55,1.51,5,5,1
2.412952701,2.392831267,2.368241619,2.337532131,2.298158042,2.246031393,2.174269237,2.070758176,1.916203889,1.722013596,1.575462477,1.289711555,1.018481841,0.919778018,0.879557903,0.858002173,0.844358776,0.834825285,0.827724047,0.822195123,0.817749361,0.027699352,1.008992275,4,31.56,344.96,349.86,0.16,2.55,1.51,5,5,1
2.10349277,2.086666355,2.066150812,2.04060321,2.007953842,1.964858306,1.905629241,1.820328703,1.695046705,1.550341113,1.48722733,1.46616725,1.444935906,1.422311538,1.399291104,1.376897878,1.356245738,1.338060317,1.322517824,1.309410818,1.298376032,0.008352117,1.001022009,3,18.91,356.23,311.93,0.27,1.22,2.56,4.69,4.69,1
2.320802096,2.301612301,2.278180384,2.248941201,2.21147008,2.161829837,2.093308399,1.994232478,1.848571956,1.680751261,1.590566009,1.447322622,1.301094189,1.239570497,1.207761764,1.186205708,1.169779798,1.156611982,1.145767891,1.136682772,1.128978106,0.024809177,1.007369985,3,18.91,356.23,311.93,0.27,1.22,2.56,4.69,4.69,1
2.122905427,2.104082514,2.081107527,2.052486478,2.015957589,1.967977323,1.902822543,1.81130176,1.682376594,1.535273239,1.456582194,1.423087799,1.398233044,1.375766195,1.354718921,1.335124948,1.317417001,1.301855473,1.288414605,1.276891258,1.267019845,0.006542284,1.00082208,3,18.91,356.23,351.72,0.27,1.22,1.2,4.69,4.69,1
2.115284329,2.098608614,2.078176857,2.052568801,2.019561281,1.97548889,1.91391947,1.822822629,1.680717855,1.490035434,1.391152262,1.369804263,1.349729494,1.329306574,1.310288074,1.292914057,1.277262034,1.263373993,1.251216617,1.240674585,1.231578169,0.005940182,1.000706391,3,18.91,356.23,351.72,0.14,1.22,1.2,5.77,5.77,1
2.205163089,2.187730516,2.166383281,2.139633027,2.105139633,2.059026602,1.994467404,1.898711322,1.749444492,1.552366745,1.439735255,1.346432732,1.197706484,1.103757002,1.05824175,1.031645844,1.013337023,0.999456006,0.988362225,0.979235313,0.971595343,0.009134619,1.001521126,3,18.91,356.23,351.72,0.14,1.22,1.2,5.77,5.77,1
1.933455828,1.917543838,1.898163579,1.87406912,1.843360234,1.803016423,1.748027657,1.66994634,1.557444461,1.42864715,1.388571185,1.364310536,1.338788644,1.316528824,1.296612825,1.278731789,1.262882011,1.24903146,1.237036885,1.226679311,1.217719166,0.005940502,1.000674414,3,18.91,356.23,377.01,0.14,1.22,0.56,5,5,1
1.974518973,1.958494602,1.938952855,1.914612448,1.883508329,1.842499601,1.786363887,1.70641514,1.592206787,1.468247653,1.435611971,1.393330378,1.315629828,1.227938225,1.167253942,1.127691378,1.10003307,1.079441784,1.063423778,1.050574696,1.040030166,0.007513606,1.000899654,3,18.91,356.23,377.01,0.14,1.22,0.56,5,5,1
2.246048782,2.225608038,2.200604917,2.169343255,2.129179659,2.075773041,2.001542846,1.892457617,1.723780024,1.489357062,1.325380019,1.266927725,1.236099979,1.211770869,1.190633681,1.172067393,1.15600087,1.142289554,1.130660834,1.120796042,1.112393032,0.004583755,1.000485825,3,18.91,374.07,351.72,0.27,0.68,1.2,4.17,4.17,1
2.221259509,2.202699908,2.180025749,2.151705655,2.115349081,2.067025299,1.999877165,1.901317757,1.750083343,1.551090521,1.428363564,1.266346442,1.13593352,1.080475821,1.052020105,1.033425317,1.019778337,1.009203049,1.000751581,0.993848632,0.988109641,0.012991284,1.003349897,3,18.91,374.07,351.72,0.27,0.68,1.2,4.17,4.17,1
2.133002676,2.11206756,2.086569113,2.054911142,2.014717873,1.962326189,1.891811545,1.793157342,1.652177214,1.481608601,1.375011261,1.332743767,1.304821301,1.281150071,1.260950732,1.243778858,1.229266468,1.217056515,1.206795908,1.198152245,1.190831571,0.005114406,1.000639284,3,18.91,374.07,377.01,0.27,0.68,0.56,3.75,3.75,1
1.94118821,1.92372536,1.90246936,1.876093001,1.842625971,1.799074508,1.740836669,1.661222982,1.555379977,1.456662375,1.436063335,1.139547505,0.910393488,0.833936007,0.802259858,0.785017569,0.77407587,0.766486771,0.760910189,0.756640573,0.753268358,0.027637154,1.009714226,3,18.91,374.07,377.01,0.27,0.68,0.56,3.75,3.75,1
1.870344012,1.854470589,1.83507488,1.810871107,1.779900394,1.739070844,1.683329235,1.604290028,1.489912145,1.348435894,1.284827892,1.258242156,1.235213413,1.215359352,1.196982427,1.179659098,1.163582155,1.14903049,1.136148147,1.124912342,1.115186667,0.004093404,1.000459997,3,18.91,374.07,380.93,0.14,0.68,0.25,3.41,3.41,1
2.23208813,2.212602911,2.188757634,2.158927558,2.120588172,2.069622684,1.998939482,1.895713653,1.738229028,1.524992662,1.377058515,1.245551054,1.086642096,1.003055448,0.962333005,0.937254484,0.919452464,0.905948034,0.895355707,0.886868834,0.879952589,0.008491852,1.001665059,3,18.91,374.07,380.93,0.14,0.68,0.25,3.41,3.41,1
2.497501025,2.475458549,2.448496455,2.414772867,2.371409175,2.313666246,2.23325856,2.1148475,1.930997098,1.669191987,1.425879478,1.139896171,0.89352497,0.79073868,0.747169077,0.723731738,0.708907757,0.6985578,0.690860555,0.68488444,0.680097987,0.017540325,1.006969996,3,18.91,374.07,380.93,0.14,0.68,0.25,3.41,3.41,1
1.937484298,1.921466925,1.901979341,1.877780369,1.84697404,1.806534329,1.751406774,1.673002194,1.559626737,1.423790882,1.339365065,1.301765912,1.279230619,1.260439628,1.24375717,1.228942356,1.215934282,1.204611901,1.194795304,1.186283906,1.178884854,0.004747006,1.000602497,3,18.91,374.07,380.93,0.14,0.68,0.25,6.82,6.82,1
2.466293109,2.445204165,2.419400464,2.387128297,2.345676475,2.290678753,2.214836767,2.10590595,1.947164774,1.750890356,1.622824607,1.5643414,1.529931596,1.503303987,1.480522623,1.460254377,1.442157065,1.426159727,1.412182901,1.400066318,1.389589164,0.010052665,1.001643482,3,18.91,349.17,351.72,0.14,1.92,1.2,4.69,4.69,1
2.762282251,2.740244381,2.713283464,2.679578545,2.636316313,2.578944209,2.499681405,2.384429653,2.207919474,1.957868754,1.750163387,1.548451172,1.324802714,1.183825359,1.112224102,1.071873497,1.046013619,1.027939266,1.014566629,1.004270306,0.99610306,0.033992359,1.012046032,3,18.91,349.17,351.72,0.14,1.92,1.2,4.69,4.69,1
2.339704804,2.318826785,2.293322173,2.261498016,2.220756143,2.166930837,2.093006797,1.98680755,1.83125114,1.652227269,1.564401543,1.396232177,1.176609391,1.099941591,1.066433777,1.046004929,1.031541561,1.020511932,1.011713969,1.00447539,0.99838303,0.010486834,1.002523121,6,18.91,349.17,351.72,0.27,1.92,1.2,5.17,5.17,1
2.461044765,2.440031278,2.414317262,2.382157058,2.340849239,2.286007523,2.210088652,2.099438969,1.932970767,1.741354904,1.642119251,1.386920599,1.018497594,0.865169828,0.804069451,0.772579807,0.753522843,0.740791893,0.731693996,0.724864151,0.719541013,0.020347191,1.005691136,6,18.91,349.17,351.72,0.27,1.92,1.2,5.17,5.17,1
